"name","gender","birthday","state","party","class","start","end"
"Robert Hayne","M","1791-11-10","SC","Jackson",2,1823-12-01,1829-03-03
"Robert Hayne","M","1791-11-10","SC","Nullifier",2,1829-12-07,1833-03-03
"John Holmes","M","1773-03-14","ME","Adams",1,1820-01-01,1827-03-03
"John Holmes","M","1773-03-14","ME","Democratic Republican",1,1829-12-07,1833-03-03
"Edward Livingston","M","1764-05-28","LA","Jackson",2,1829-12-07,1831-12-31
"John McLean","M","1791-02-04","IL","Crawford Republican",3,1824-01-01,1825-03-03
"John McLean","M","1791-02-04","IL","Jackson",2,1829-12-07,1831-03-03
"Thomas Reed","M","1787-05-07","MS","Jackson",1,1826-01-01,1827-03-03
"Thomas Reed","M","1787-05-07","MS","",2,1829-12-07,1829-12-31
"Nathaniel Silsbee","M","1773-01-14","MA","Adams",2,1826-01-01,1829-03-03
"Nathaniel Silsbee","M","1773-01-14","MA","Adams",2,1829-12-07,1835-03-03
"Peleg Sprague","M","1793-04-27","ME","Anti-Jacksonian",2,1829-12-07,1835-03-03
"Littleton Tazewell","M","1774-12-17","VA","Jackson",2,1824-01-01,1829-03-03
"Littleton Tazewell","M","1774-12-17","VA","Jackson",2,1829-12-07,1833-03-03
"George Troup","M","1780-09-08","GA","Republican",2,1816-01-01,1819-03-03
"George Troup","M","1780-09-08","GA","Jackson",2,1829-12-07,1833-12-31
"Robert Adams","M","","MS","Jackson",2,1830-01-01,1831-03-03
"David Baker","M","1792-09-07","IL","Jackson",2,1830-01-01,1831-03-03
"George Poindexter","M","","MS","Jackson",2,1830-01-01,1835-03-03
"John Adair","M","1757-01-09","KY","Republican",3,1805-12-02,1807-03-03
"John Branch","M","1782-11-04","NC","Jackson",2,1823-12-01,1829-03-03
"Alexander Buckner","M","","MO","Jackson",3,1831-12-05,1833-12-31
"Ezekiel Chambers","M","1788-02-28","MD","Adams",3,1826-01-01,1831-03-03
"Ezekiel Chambers","M","1788-02-28","MD","Adams",3,1831-12-05,1835-03-03
"George Dallas","M","1792-07-10","PA","Jackson",1,1831-12-05,1833-03-03
"John Forsyth","M","1780-10-22","GA","Republican",2,1818-01-01,1819-12-31
"John Forsyth","M","1780-10-22","GA","Jackson",3,1829-12-07,1831-03-03
"John Forsyth","M","1780-10-22","GA","Jackson",3,1831-12-05,1835-03-03
"Robert Hanna","M","1786-04-06","IN","Anti-Jacksonian",1,1831-12-05,1833-03-03
"William Hendricks","M","1782-11-12","IN","Adams",3,1825-12-05,1831-03-03
"William Hendricks","M","1782-11-12","IN","Adams",3,1831-12-05,1837-03-03
"Isaac Hill","M","1789-04-06","NH","Jackson",3,1831-12-05,1837-03-03
"Josiah Johnston","M","1784-11-24","LA","Adams",3,1824-01-01,1831-03-03
"Josiah Johnston","M","1784-11-24","LA","",3,1831-12-05,1833-12-31
"Elias Kane","M","1794-06-07","IL","Jackson",3,1825-12-05,1831-03-03
"Elias Kane","M","1794-06-07","IL","Jackson",3,1831-12-05,1835-12-31
"William Marcy","M","1786-12-12","NY","Jackson",3,1831-12-05,1833-12-31
"Stephen Miller","M","1787-05-08","SC","Nullifier",3,1831-12-05,1833-12-31
"Gabriel Moore","M","","AL","Jackson",3,1831-12-05,1837-03-03
"Gideon Tomlinson","M","1780-12-31","CT","Anti-Jacksonian",3,1831-12-05,1837-03-03
"George Waggaman","M","","LA","Anti-Jacksonian",2,1831-12-05,1835-03-03
"John Tipton","M","1786-08-14","IN","Democrat",1,1832-01-01,1839-03-03
"John Black","M","","MS","Jackson",1,1832-11-12,1833-03-03
"John Black","M","","MS","Whig",1,1833-11-22,1838-01-22
"Samuel Foot","M","1780-11-08","CT","Adams",1,1827-12-03,1833-03-03
"Joseph Kent","M","1779-01-14","MD","Whig",1,1833-12-02,1837-12-31
"Samuel McKean","M","1787-04-07","PA","Democrat",1,1833-12-02,1839-03-03
"Thomas Morris","M","1776-01-03","OH","Democrat",1,1833-12-02,1839-03-03
"Arnold Naudain","M","1790-01-06","DE","Anti-Jacksonian",1,1830-01-01,1833-03-03
"Arnold Naudain","M","1790-01-06","DE","",1,1833-12-02,1837-03-03
"Alexander Porter","M","1785-06-24","LA","Anti-Jacksonian",3,1833-12-02,1837-03-03
"John Randolph","M","1773-06-02","VA","Jackson",1,1825-12-26,1827-03-03
"Asher Robbins","M","1761-10-26","RI","Adams",1,1825-12-05,1827-03-03
"Asher Robbins","M","1761-10-26","RI","Adams",1,1827-12-03,1833-03-03
"Asher Robbins","M","1761-10-26","RI","Whig",1,1833-12-02,1839-03-03
"Ether Shepley","M","1789-11-02","ME","Jackson",1,1833-12-02,1837-03-03
"Nathan Smith","M","1770-01-08","CT","Anti-Jacksonian",1,1833-12-02,1835-12-31
"Benjamin Swift","M","1781-04-03","VT","Whig",1,1833-12-02,1839-03-03
"Benjamin Leigh","M","1781-06-18","VA","Anti-Jacksonian",2,1834-01-01,1837-03-03
"Bedford Brown","M","1795-06-06","NC","Jackson",2,1829-12-07,1835-03-03
"Bedford Brown","M","1795-06-06","NC","Democrat",2,1835-12-07,1841-03-03
"William Ewing","M","1795-08-31","IL","Jackson",3,1835-12-07,1837-03-03
"Robert Goldsborough","M","1779-01-04","MD","Federalist",3,1813-05-24,1819-03-03
"Robert Goldsborough","M","1779-01-04","MD","Whig",3,1835-12-07,1837-03-03
"Henry Hubbard","M","1784-05-03","NH","Democrat",2,1835-12-07,1841-03-03
"Richard Johnson","M","1780-10-17","KY","Republican",2,1819-12-06,1823-03-03
"Richard Johnson","M","1780-10-17","KY","Jackson",2,1823-12-01,1829-03-03
"John King","M","1799-04-03","GA","Jackson",2,1833-12-02,1835-03-03
"John King","M","1799-04-03","GA","Democrat",2,1835-12-07,1837-12-31
"Nehemiah Knight","M","1780-12-31","RI","Republican",2,1821-12-03,1823-03-03
"Nehemiah Knight","M","1780-12-31","RI","Adams",2,1823-12-01,1829-03-03
"Nehemiah Knight","M","1780-12-31","RI","Whig",2,1829-12-07,1835-03-03
"Nehemiah Knight","M","1780-12-31","RI","Whig",2,1835-12-07,1841-03-03
"John Robinson","M","1794-04-10","IL","Jackson",2,1830-01-01,1835-03-03
"John Robinson","M","1794-04-10","IL","Democrat",2,1835-12-07,1841-03-03
"John Ruggles","M","1789-10-08","ME","Democrat",2,1835-12-07,1841-03-03
"Garret Wall","M","1783-03-10","NJ","Democrat",2,1835-12-07,1841-03-03
"Hugh White","M","1773-10-30","TN","Jackson",2,1825-12-05,1829-03-03
"Hugh White","M","1773-10-30","TN","Jackson",2,1829-12-07,1835-03-03
"Hugh White","M","1773-10-30","TN","Whig",2,1835-12-07,1841-03-03
"Judah Dana","M","1772-04-25","ME","Jackson",1,1836-01-01,1837-12-31
"Robert Nicholas","M","","LA","Democrat",2,1836-01-01,1841-03-03
"John Page","M","1787-05-21","NH","Jackson",3,1836-01-01,1837-03-03
"Richard Parker","M","1783-12-27","VA","Democrat",2,1836-01-01,1837-12-31
"John Spence","M","1788-02-29","MD","Whig",3,1836-01-01,1841-03-03
"Robert Strange","M","1796-09-20","NC","Democrat",3,1836-01-01,1841-03-03
"Martin Van Buren","M","1782-12-05","NY","Jackson",1,1821-12-03,1827-03-03
"Martin Van Buren","M","1782-12-05","NY","Jackson",1,1827-12-03,1829-03-03
"Clement Clay","M","1789-12-17","AL","Democrat",3,1837-09-04,1841-12-31
"Alfred Cuthbert","M","1785-12-23","GA","Jackson",3,1835-12-07,1837-03-03
"Alfred Cuthbert","M","1785-12-23","GA","Democrat",3,1837-09-04,1843-03-03
"Lewis Linn","M","1796-11-05","MO","Jackson",3,1833-12-02,1837-03-03
"Lewis Linn","M","1796-11-05","MO","Democrat",3,1837-09-04,1843-03-03
"Wilson Lumpkin","M","1783-01-14","GA","Democrat",2,1837-09-04,1841-03-03
"John McKinley","M","1780-05-01","AL","Jackson",3,1826-01-01,1831-03-03
"John McKinley","M","1780-05-01","AL","Democrat",3,1837-09-04,1837-12-31
"Alexander Mouton","M","1804-11-19","LA","Democrat",3,1837-09-04,1843-03-03
"John Norvell","M","1789-12-21","MI","Democrat",2,1837-09-04,1841-03-03
"Samuel Prentiss","M","1782-03-31","VT","Anti-Jacksonian",3,1831-12-05,1837-03-03
"Samuel Prentiss","M","1782-03-31","VT","Whig",3,1837-09-04,1843-03-03
"William Preston","M","1794-12-27","SC","Nullifier",3,1833-12-02,1837-03-03
"William Preston","M","1794-12-27","SC","Whig",3,1837-09-04,1843-03-03
"William Roane","M","1787-09-17","VA","Democrat",2,1837-09-04,1841-03-03
"Oliver Smith","M","1794-10-23","IN","Whig",3,1837-09-04,1843-03-03
"Perry Smith","M","1783-05-12","CT","Democrat",3,1837-09-04,1843-03-03
"Richard Young","M","1798-02-20","IL","Democrat",3,1837-09-04,1843-03-03
"William Merrick","M","1793-10-25","MD","Whig",1,1838-01-01,1845-03-03
"James Trotter","M","1802-11-05","MS","Democrat",1,1838-01-01,1839-03-03
"Thomas Williams","M","1801-01-20","MS","Democrat",1,1838-01-01,1839-03-03
"Thaddeus Betts","M","1789-02-04","CT","Whig",1,1839-12-02,1841-03-03
"Nathan Dixon","M","1774-12-13","RI","Whig",1,1839-12-02,1843-03-03
"Felix Grundy","M","1777-09-11","TN","Jackson",1,1829-12-07,1833-03-03
"Felix Grundy","M","1777-09-11","TN","Democrat",1,1833-12-02,1839-03-03
"Felix Grundy","M","1777-09-11","TN","Democrat",1,1839-12-02,1841-03-03
"John Henderson","M","1797-02-28","MS","Whig",1,1839-12-02,1845-03-03
"Samuel Southard","M","1787-06-09","NJ","Republican",1,1821-12-03,1823-12-31
"Samuel Southard","M","1787-06-09","NJ","Whig",1,1833-12-02,1839-03-03
"Samuel Southard","M","1787-06-09","NJ","Whig",1,1839-12-02,1843-03-03
"Nathaniel Tallmadge","M","1795-02-08","NY","Democrat",1,1833-12-02,1839-03-03
"Nathaniel Tallmadge","M","1795-02-08","NY","Whig",1,1839-12-02,1845-03-03
"Benjamin Tappan","M","1773-05-25","OH","Democrat",1,1839-12-02,1845-03-03
"Reuel Williams","M","1783-06-02","ME","Democrat",1,1837-09-04,1839-03-03
"Reuel Williams","M","1783-06-02","ME","Democrat",1,1839-12-02,1843-12-31
"Alexander Anderson","M","1794-11-10","TN","Democrat",2,1840-01-01,1841-03-03
"William Graham","M","1804-09-05","NC","Whig",3,1840-01-01,1843-03-03
"Augustus Porter","M","1798-01-18","MI","Whig",1,1840-01-01,1845-03-03
"William Harrison","M","1773-02-09","OH","Adams",3,1825-12-05,1829-03-03
"John Tyler","M","1790-03-29","VA","Jackson",1,1827-12-03,1833-03-03
"John Tyler","M","1790-03-29","VA","",1,1833-12-02,1837-03-03
"William Archer","M","1789-03-05","VA","Whig",2,1841-05-31,1847-03-03
"Alexander Barrow","M","1801-03-27","LA","Whig",2,1841-05-31,1847-03-03
"Isaac Bates","M","1779-01-23","MA","Whig",2,1841-05-31,1845-12-31
"Richard Bayard","M","1796-09-26","DE","Whig",1,1836-06-17,1839-09-19
"Richard Bayard","M","1796-09-26","DE","Whig",1,1841-05-31,1845-03-03
"Rufus Choate","M","1799-10-01","MA","Whig",1,1841-05-31,1845-03-03
"Thomas Clayton","M","","DE","Adams",1,1824-01-01,1827-03-03
"Thomas Clayton","M","","DE","Whig",2,1837-09-04,1847-03-03
"George Evans","M","1797-01-12","ME","Whig",2,1841-05-31,1847-03-03
"William Fulton","M","1795-06-02","AR","Democrat",2,1836-01-01,1845-03-03
"John Kerr","M","1780-01-15","MD","Whig",3,1841-05-31,1843-03-03
"Samuel McRoberts","M","1799-04-12","IL","Democrat",2,1841-05-31,1843-12-31
"James Morehead","M","1797-05-24","KY","Whig",2,1841-05-31,1847-03-03
"Jeremiah Morrow","M","1771-10-06","OH","Republican",3,1813-05-24,1819-03-03
"John Pope","M","","KY","Republican",3,1807-10-26,1813-03-03
"William Rives","M","1793-05-04","VA","Jackson",2,1832-01-01,1835-03-03
"William Rives","M","1793-05-04","VA","Democrat",1,1836-01-01,1839-03-03
"William Rives","M","1793-05-04","VA","Whig",1,1841-05-31,1845-03-03
"Robert Walker","M","1801-07-19","MS","Democrat",2,1835-12-07,1845-12-31
"William Woodbridge","M","1780-08-20","MI","Whig",2,1841-05-31,1847-03-03
"Levi Woodbury","M","1789-12-22","NH","Jackson",3,1825-12-05,1831-03-03
"Levi Woodbury","M","1789-12-22","NH","Democrat",2,1841-05-31,1845-12-31
"Samuel Crafts","M","1768-10-06","VT","Whig",3,1842-01-01,1843-03-03
"George McDuffie","M","1790-08-10","SC","Democrat",3,1842-01-01,1847-03-03
"William Sprague","M","1799-11-03","RI","Whig",1,1842-01-01,1845-03-03
"Leonard Wilcox","M","1799-01-29","NH","Democrat",3,1842-01-01,1843-03-03
"William Allen","M","1803-12-27","OH","Democrat",3,1837-09-04,1843-03-03
"William Allen","M","1803-12-27","OH","Democrat",3,1843-12-04,1849-03-03
"Arthur Bagby","M","","AL","Democrat",3,1841-05-31,1843-03-03
"Arthur Bagby","M","","AL","Democrat",3,1843-12-04,1849-03-03
"Sidney Breese","M","1800-07-15","IL","Democrat",3,1843-12-04,1849-03-03
"Walter Colquitt","M","1799-12-27","GA","Democrat",3,1843-12-04,1849-03-03
"Ephraim Foster","M","1794-09-17","TN","Whig",1,1838-01-01,1839-03-03
"Ephraim Foster","M","1794-09-17","TN","Whig",1,1843-12-04,1845-03-03
"Edward Hannegan","M","1807-06-25","IN","Democrat",3,1843-12-04,1849-03-03
"William Haywood","M","1801-10-23","NC","Democrat",3,1843-12-04,1847-03-03
"Daniel Huger","M","1779-06-28","SC","Democrat",2,1843-12-04,1845-12-31
"Spencer Jarnagin","M","","TN","Whig",2,1843-12-04,1847-03-03
"Lucius Lyon","M","1800-02-26","MI","Democrat",1,1837-09-04,1839-03-03
"John Niles","M","1787-08-20","CT","Democrat",1,1835-12-07,1839-03-03
"John Niles","M","1787-08-20","CT","Democrat",3,1843-12-04,1849-03-03
"James Semple","M","1798-01-05","IL","Democrat",2,1843-12-04,1847-03-03
"Ambrose Sevier","M","1801-11-04","AR","Democrat",3,1836-01-01,1843-03-03
"Ambrose Sevier","M","1801-11-04","AR","Democrat",3,1843-12-04,1849-03-03
"William Wilkins","M","1779-12-20","PA","Jackson",3,1831-12-05,1835-03-03
"Silas Wright","M","1795-05-24","NY","Jackson",3,1833-12-02,1837-03-03
"Silas Wright","M","1795-05-24","NY","Democrat",3,1837-09-04,1843-03-03
"Silas Wright","M","1795-05-24","NY","Democrat",3,1843-12-04,1845-03-03
"Daniel Dickinson","M","1800-09-11","NY","Democrat",1,1844-01-01,1851-03-03
"Henry Foster","M","1800-05-07","NY","Democrat",3,1844-01-01,1845-12-31
"John Francis","M","1791-05-31","RI","Law and Order",1,1844-01-01,1845-03-03
"Henry Johnson","M","1783-09-14","LA","Republican",2,1818-01-01,1823-03-03
"Henry Johnson","M","1783-09-14","LA","",2,1823-12-01,1825-03-03
"Henry Johnson","M","1783-09-14","LA","Whig",3,1844-01-01,1849-03-03
"Joseph Chalmers","M","","MS","Democrat",2,1845-12-01,1847-03-03
"William Dayton","M","1807-02-17","NJ","Whig",1,1842-01-01,1845-03-03
"William Dayton","M","1807-02-17","NJ","Whig",1,1845-12-01,1851-03-03
"John Dix","M","1798-07-24","NY","Democrat",3,1845-12-01,1849-03-03
"John Fairfield","M","1797-01-30","ME","Democrat",1,1843-12-04,1845-03-03
"John Fairfield","M","1797-01-30","ME","Democrat",1,1845-12-01,1847-12-31
"Albert Greene","M","1792-04-15","RI","Whig",1,1845-12-01,1851-03-03
"Jabez Huntington","M","1788-11-08","CT","Whig",1,1840-01-01,1845-03-03
"Jabez Huntington","M","1788-11-08","CT","Whig",1,1845-12-01,1847-12-31
"Benning Jenness","M","1806-07-14","NH","Democrat",2,1845-12-01,1847-03-03
"Isaac Pennybacker","M","1805-09-03","VA","Democrat",1,1845-12-01,1847-12-31
"Jesse Speight","M","1795-09-22","MS","Democrat",1,1845-12-01,1847-12-31
"Daniel Sturgeon","M","1789-10-27","PA","Democrat",1,1840-01-01,1845-03-03
"Daniel Sturgeon","M","1789-10-27","PA","Democrat",1,1845-12-01,1851-03-03
"Hopkins Turney","M","1797-10-03","TN","Democrat",1,1845-12-01,1851-03-03
"Daniel Webster","M","1782-01-18","MA","Adams",1,1827-12-03,1833-03-03
"Daniel Webster","M","1782-01-18","MA","Whig",1,1833-12-02,1839-03-03
"Daniel Webster","M","1782-01-18","MA","Whig",1,1839-12-02,1841-12-31
"Daniel Webster","M","1782-01-18","MA","Whig",1,1845-12-01,1851-03-03
"James Westcott","M","1802-05-10","FL","Democrat",3,1845-12-01,1849-03-03
"Joseph Cilley","M","1791-01-04","NH","Liberty",2,1846-01-01,1847-03-03
"John Adams","M","1767-07-11","MA","Federalist",1,1803-10-17,1809-03-03
"Chester Ashley","M","1790-06-01","AR","Democrat",2,1844-01-01,1847-03-03
"Chester Ashley","M","1790-06-01","AR","Democrat",2,1847-12-06,1849-03-03
"Roger Baldwin","M","1793-01-04","CT","Whig",1,1847-12-06,1851-03-03
"John Berrien","M","1781-08-23","GA","Jackson",3,1825-12-05,1829-12-31
"John Berrien","M","1781-08-23","GA","Whig",2,1841-05-31,1847-03-03
"John Berrien","M","1781-08-23","GA","Whig",2,1847-12-06,1853-03-03
"James Bradbury","M","1802-06-10","ME","Democrat",2,1847-12-06,1853-03-03
"John Calhoun","M","1782-03-18","SC","Nullifier",2,1832-01-01,1835-03-03
"John Calhoun","M","1782-03-18","SC","Democrat",2,1835-12-07,1843-12-31
"John Calhoun","M","1782-03-18","SC","Democrat",2,1845-12-01,1847-03-03
"John Calhoun","M","1782-03-18","SC","Democrat",2,1847-12-06,1851-03-03
"John Clarke","M","1789-04-01","RI","Whig",2,1847-12-06,1853-03-03
"John Davis","M","1787-01-13","MA","Whig",2,1835-12-07,1841-03-03
"John Davis","M","1787-01-13","MA","Whig",2,1845-12-01,1847-03-03
"John Davis","M","1787-01-13","MA","Whig",2,1847-12-06,1853-03-03
"Solomon Downs","M","","LA","Democrat",2,1847-12-06,1853-03-03
"Alpheus Felch","M","1804-09-28","MI","Democrat",2,1847-12-06,1853-03-03
"Henry Foote","M","1804-02-28","MS","Democrat",2,1847-12-06,1853-03-03
"Dixon Lewis","M","1802-08-10","AL","Democrat",2,1844-04-22,1847-03-03
"Dixon Lewis","M","1802-08-10","AL","Democrat",2,1847-12-06,1848-10-25
"Willie Mangum","M","1792-05-10","NC","Jackson",3,1831-12-05,1837-03-03
"Willie Mangum","M","1792-05-10","NC","Whig",2,1840-01-01,1847-03-03
"Willie Mangum","M","1792-05-10","NC","Whig",2,1847-12-06,1853-03-03
"Jacob Miller","M","1800-08-29","NJ","Whig",2,1841-05-31,1847-03-03
"Jacob Miller","M","1800-08-29","NJ","Whig",2,1847-12-06,1853-03-03
"Presley Spruance","M","1785-09-11","DE","Whig",2,1847-12-06,1853-03-03
"Joseph Underwood","M","1791-10-24","KY","Whig",2,1847-12-06,1853-03-03
"Solon Borland","M","1808-09-21","AR","Democrat",3,1848-01-01,1853-12-31
"Augustus Dodge","M","1812-01-02","IA","Democrat",3,1848-01-01,1855-03-03
"Thomas Fitzgerald","M","1796-04-10","MI","Democrat",1,1848-01-01,1849-12-31
"Herschel Johnson","M","1812-09-18","GA","Democrat",3,1848-01-01,1849-03-03
"William King","M","1786-04-07","AL","Republican",2,1819-12-06,1823-03-03
"William King","M","1786-04-07","AL","Jackson",2,1823-12-01,1829-03-03
"William King","M","1786-04-07","AL","Jackson",2,1829-12-07,1835-03-03
"William King","M","1786-04-07","AL","Democrat",2,1835-12-07,1845-03-03
"William King","M","1786-04-07","AL","Democrat",3,1848-01-01,1853-03-03
"Thomas Metcalfe","M","1780-03-20","KY","Whig",3,1848-01-01,1849-03-03
"Wyman Moor","M","1811-11-11","ME","Democrat",1,1848-01-01,1849-03-03
"Isaac Walker","M","1815-11-02","WI","Democrat",3,1848-01-01,1855-03-03
"David Atchison","M","1807-08-11","MO","Democrat",3,1843-12-04,1849-03-03
"David Atchison","M","1807-08-11","MO","Democrat",3,1849-12-03,1855-03-03
"George Badger","M","1795-04-17","NC","Whig",3,1846-01-01,1849-03-03
"George Badger","M","1795-04-17","NC","Whig",3,1849-12-03,1855-03-03
"Henry Clay","M","1777-04-12","KY","Republican",3,1806-01-01,1807-03-03
"Henry Clay","M","1777-04-12","KY","Republican",2,1810-01-01,1811-03-03
"Henry Clay","M","1777-04-12","KY","Whig",3,1831-12-05,1837-03-03
"Henry Clay","M","1777-04-12","KY","Whig",3,1837-09-04,1843-03-03
"Henry Clay","M","1777-04-12","KY","Whig",3,1849-12-03,1853-03-03
"Jeremiah Clemens","M","1814-12-28","AL","Democrat",2,1849-12-03,1853-03-03
"Charles Conrad","M","1804-12-24","LA","Whig",3,1842-01-01,1843-03-03
"James Cooper","M","1810-05-08","PA","Whig",3,1849-12-03,1855-03-03
"William Dawson","M","1798-01-04","GA","Whig",3,1849-12-03,1855-03-03
"Jackson Morton","M","1794-08-10","FL","Whig",3,1849-12-03,1855-03-03
"Moses Norris","M","1799-11-08","NH","Democrat",3,1849-12-03,1855-03-03
"Truman Smith","M","1791-11-27","CT","Whig",3,1849-12-03,1855-03-03
"Pierre Soulé","M","1801-08-31","LA","Democrat",2,1847-12-06,1847-12-31
"Pierre Soulé","M","1801-08-31","LA","Democrat",3,1849-12-03,1853-12-31
"David Stewart","M","1800-09-13","MD","Whig",1,1849-12-03,1851-03-03
"William Upham","M","1792-08-05","VT","Whig",3,1843-12-04,1849-03-03
"William Upham","M","1792-08-05","VT","Whig",3,1849-12-03,1853-12-31
"John Wales","M","1783-07-31","DE","Whig",1,1849-12-03,1851-03-03
"James Whitcomb","M","1795-12-01","IN","Democrat",3,1849-12-03,1853-03-03
"Robert Barnwell","M","1801-08-10","SC","Democrat",2,1850-01-01,1851-03-03
"Franklin Elmore","M","1799-10-15","SC","Democrat",2,1850-01-01,1851-03-03
"Thomas Ewing","M","1789-12-28","OH","Anti-Jacksonian",3,1831-12-05,1837-03-03
"Thomas Ewing","M","1789-12-28","OH","Whig",1,1850-01-01,1851-03-03
"John Frémont","M","1813-01-21","CA","Democrat",1,1850-01-01,1851-03-03
"Thomas Pratt","M","1804-02-18","MD","Ind. Republican-Democrat",1,1850-01-01,1857-03-03
